id	name	platforms	ai_generated	victim_roles	demands	description	frequency	created_at	updated_at
2ec5c388-fb22-44d5-aa0b-131d18fee6ee	identity_theft_credential_abuse	{web,phone,sms}		{consumer}	{other,wire,cash}	identity theft misuse pii economic gain; after phishing data breach; source:ic3 source:ftc source:cisa source:scamwatch	4	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
743cadf5-dfdf-432f-9673-3c75022ca279	job_offer_training_equipment_fee	{web,other,sms}		"{""job seeker"",""remote worker""}"	{wire,gift_card,crypto,other,check}	job offer training equipment certification fee upfront; work from home; starter kit; source:ftc source:scamwatch source:ic3 source:bbb	4	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
7035fd53-083d-4e67-8ffe-ebd1387d0c68	prize_sweepstakes_fee_scam	{phone,sms,web}		"{consumer,""elderly individual""}"	{gift_card,wire,other,crypto}	prize sweepstakes lottery win; pay fee taxes gift card; national sweepstakes bureau fake agency; source:ftc source:bbb source:scamwatch source:ic3	4	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
42a87900-62d3-4f44-8008-b6b63658a333	tech_support_remote_access	{phone,web,sms}		"{""computer user"",""elderly individual""}"	{gift_card,wire,crypto,other,cash}	fake virus popup; microsoft apple geek squad norton mcafee; remote access fee; gift card wire crypto payment app; source:ftc source:bbb source:ic3 source:scamwatch	4	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
a77c4742-3961-4bae-9738-d87fe800c990	unsolicited_irreversible_payment_demand	{phone,sms,web,other}		{consumer}	{gift_card,wire,crypto,cash,other}	unexpected contact insists only bank transfer wire crypto payment app gift card; hard to reverse; ftc payment-method red flag; source:ftc source:bbb source:ssa source:irs	4	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
264172d1-6122-4473-aba9-a385859ecdfb	account_takeover_financial_institution	{web,phone,sms}		"{""bank customer"",investor}"	{wire,crypto,other,cash}	financial institution impersonation account takeover; change direct deposit; ach drain; source:ic3 source:ftc source:irs	3	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
6da6a28f-e465-4fc6-8347-f43d7933efc0	advance_fee_loan_scam	{phone,web,sms}		"{borrower,""credit-challenged consumer""}"	{wire,gift_card,other,crypto}	advance fee loan; pay upfront guaranteed loan never arrives; source:bbb source:scamwatch source:ic3	3	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
9914e0a2-eb7c-4ddb-a892-5f9e7da2f5bd	bank_amex_fbi_spoof_call	{phone}		"{""bank customer"",cardholder}"	{wire,crypto,gift_card,cash,other}	bank amex fbi spoof call; fraud department; move money protect; source:ftc source:ic3 source:bbb	3	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
bcbc4312-c29e-4012-bcc9-f1712f8f1a08	charity_crisis_donation_scam	{phone,web,sms,other}		"{donor,""disaster responder""}"	{wire,other,crypto,cash}	fake charity disaster crisis donation; impersonate genuine charities; source:scamwatch source:ic3 source:ftc	3	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
adee9af6-6f46-4664-9343-2f9f2a64b414	counterfeit_product_online	{web,other}		"{""online shopper""}"	{other,wire,cash}	counterfeit product online; brand lookalike; ipr copyright counterfeit typology; source:ic3 source:bbb source:scamwatch	3	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
fedb7266-3106-4f21-8938-652392ef5221	crypto_giveaway_elon_impersonation	{web,other,sms}		"{""social media user""}"	{crypto}	celebrity crypto giveaway impersonation; send crypto get double; social media ads; source:ic3 source:scamwatch source:ftc	3	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
8985c6b4-6c02-4718-ae6b-793220f21e35	crypto_recovery_secondary_scam	{phone,web,other}		"{""prior scam victim""}"	{crypto,wire,gift_card,other}	recovery scam after prior loss; fake law firm recovery firm; impersonate ic3 or government recover funds; second hit; source:ic3 source:scamwatch source:ftc	3	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
bd2daafc-6851-462c-b533-a8632438d31d	dating_deactivation_fee_extort	{web,other}		"{""dating app user""}"	{gift_card,wire,other,crypto}	dating account deactivation fee extortion; romance adjacent; source:ftc source:bbb source:scamwatch	3	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
a36bf713-3479-402b-bd96-f3b791cbeeba	elder_cash_pickup_courier	{phone}		"{""elderly individual""}"	{cash,other}	gold cash precious metals courier pickup after tech support or gov scam; secrecy; source:ic3 source:ftc source:ssa	3	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
ca8a1b3d-3e3c-449a-a5b4-f5849dc9a8fc	employment_w2_phish	{web,sms,other}		"{employee,""job seeker""}"	{other}	employment phishing; fake payroll w2; steal ssn bank credentials; source:ftc source:ic3 source:irs	3	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
35faeb0e-78d2-478c-9148-dfcd04838fc1	fake_invoice_email_phish	{web}		"{""accounts payable"",""small business owner""}"	{wire,other}	false billing invoice redirect; change payee details; bec vendor spoof; source:scamwatch source:ic3 source:ftc	3	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
d1c815fb-fbde-41cc-afed-671cc50977f8	ftc_impersonation_protect_money	{phone,sms,web}		"{consumer,""elderly individual""}"	{cash,wire,crypto,gift_card,other}	ftc impersonator; move money protect it; federal safety locker; withdraw cash buy gold give courier; fake employee id; source:ftc source:ic3 source:bbb	3	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
6371ee65-139a-4bb1-8d0f-34f172c180b2	health_supplement_free_trial_trap	{web,phone,other}		"{consumer,""elderly individual""}"	{other,cash}	health medical supplements free trial; recurring charges; anti-aging miracle claims; source:bbb source:scamwatch source:aarp	3	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
d785e156-747a-48df-a10b-f338de129928	inheritance_advance_fee	{phone,web,sms,other}		"{consumer,""elderly individual""}"	{wire,gift_card,crypto,other}	inheritance unexpected money advance fee; pay taxes fees to release funds; source:scamwatch source:ic3 source:ftc	3	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
4311e64f-5481-4be9-88c9-3c5bf01b1501	investment_trading_app_clone	{web,other}		{investor}	{crypto,wire,other}	clone trading app fake portfolio; social media testimonials; celebrity deepfake endorsement; source:ic3 source:ftc source:scamwatch	3	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
6d48d92b-0d3d-4be5-8428-8ce5fda81d42	marketplace_overpayment_fake_check	{web,other,sms}		"{""marketplace seller""}"	{check,wire,cash}	buyer overpayment fake check; keep difference send remainder; source:ftc source:bbb source:scamwatch	3	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
b74f33e5-a897-4ede-b427-1943c4852ffb	mass_casualty_charity_fraud	{web,phone,sms,other}		{donor}	{wire,other,crypto,cash}	charitable fraud after mass casualty disaster; fake relief funds; source:ic3 source:scamwatch source:ftc	3	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
06f060ef-431a-4a78-aa55-58bfe682c232	medicare_impersonation_card_equipment	{phone,sms}		"{""elderly individual"",""medicare enrollee""}"	{other,cash}	medicare impersonation; new card fee; durable medical equipment free offer; steal medicare number bill fraud; source:ftc source:bbb source:aarp	3	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
a90f7639-7bb4-4fe1-b997-d77980f04e83	overpayment_commission_mule	{web,other,sms}		"{""job seeker"",seller}"	{check,wire,cash}	overpayment; keep commission send remainder; mule facilitation; source:ic3 source:scamwatch source:ftc	3	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
32348e5f-a17f-4f60-8bfd-0dd03711a774	package_mule_reship_job	{web,other}		"{""job seeker"",""work from home seeker""}"	{other,check,wire}	reshipping mule job; quality control virtual assistant; receive packages reship overseas stolen goods; source:ftc source:scamwatch source:ic3	3	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
153292aa-6aaa-4180-892c-257da032aae2	parcel_customs_delivery_fee	{sms,phone,web}		"{""package recipient""}"	{other,wire,gift_card}	parcel customs delivery fee sms; usps ups impersonation; pay fee release package; source:ftc source:bbb source:scamwatch	3	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
9e997dc5-bcb6-4d6b-aab4-f1dfd91009e8	phishing_lookalike_shop	{web,sms}		"{""online shopper""}"	{other,wire,crypto}	fake shopping website lookalike; social ads; non-delivery counterfeit; source:ftc source:scamwatch source:bbb	3	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
97aeb9c6-46c0-4d2c-87de-419887e19b5f	pig_butchering_crypto_romance	{other,web,sms}		"{""romance seeker"",investor}"	{crypto,wire}	romance or wrong-number rapport then crypto trading mentor; fake profits; withdrawal tax fee trap; southeast asia compounds; source:ic3 source:ftc source:scamwatch	3	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
e80a85d4-e711-40d8-a6dd-d1db4bd49d94	police_sheriff_warrant_impersonation	{phone}		"{citizen,""elderly individual""}"	{gift_card,wire,cash,other}	local police sheriff warrant arrest threat; pay fine now; spoofed local caller id; source:ftc source:irs source:bbb	3	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
24b7a4b5-560f-4f24-ab9b-56fc0fb7bbb1	remote_access_identity_takeover	{phone,web}		"{""computer user"",""elderly individual""}"	{other,wire,crypto,gift_card}	remote access then identity takeover; change passwords restrict access; steal funds; source:scamwatch source:ftc source:bbb	3	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
ad7b68e4-5832-4ac7-a810-e38e8dab4779	rental_listing_deposit_scam	{web,other}		{renter,tenant}	{wire,cash,other,crypto}	fake rental listing deposit; cannot tour; wire before key; real estate fraud typology; source:ic3 source:scamwatch source:ftc	3	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
82bda288-9264-45b9-8a53-0e60bc57f5c3	romance_military_overseas	{other,web,sms}		"{""romance seeker""}"	{wire,gift_card,crypto,cash}	military oil-rig overseas romance; cannot meet; plane ticket medical visa fees; source:ftc source:bbb source:scamwatch	3	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
49b961bf-9ea9-40d5-8443-7d2c9f5779d4	sextortion_webcam_blackmail	{web,other,sms}		"{teen,""young adult"",""online dater""}"	{crypto,wire,gift_card,other}	sextortion webcam blackmail; threaten publish images; crypto wire; high ic3 volume; source:ic3 source:scamwatch source:ftc	3	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
ad87e871-7206-44dd-a5f2-519d96a9cbc2	sim_swap_account_takeover	{phone,sms,other}		"{""mobile subscriber"",""account holder""}"	{crypto,wire,other,cash}	sim swap social engineer carrier; take over phone number mfa; drain accounts crypto; source:ic3 source:cisa source:ftc	3	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
683e54fd-4d41-4dff-88a7-f305983f6137	tech_support_to_gov_handoff	{phone,web}		"{""elderly individual"",""computer user""}"	{cash,wire,crypto,gift_card}	tech support then transfer fake government; money laundering drug trafficking claim; federal safety locker gold cash courier; source:ftc source:ic3 source:ssa	3	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
11325798-93a8-486b-80c0-2180b0787f77	threat_arrest_deportation_extortion	{phone,sms,web}		{immigrant,citizen,student}	{gift_card,wire,crypto,cash}	threat arrest deportation physical harm unless pay; government or org impersonation; source:scamwatch source:ftc source:irs	3	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
3239f942-a2ad-478f-80d2-0513fc8a13b7	ticket_resale_fake	{web,other}		"{""event goer"",fan}"	{wire,other,crypto,cash}	fake ticket resale; events concerts sports; non-delivery; source:ic3 source:scamwatch source:bbb	3	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
f89215f9-cebc-42c7-9d10-deeb526efae4	travel_prize_lottery_scam	{phone,web,sms,other}		{consumer,traveler}	{wire,gift_card,other,crypto}	travel prizes lottery unexpected winnings; pay fees claim; source:scamwatch source:ic3 source:ftc	3	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
6e28c2c8-4ada-4915-86cf-cddec4444151	whatsapp_investment_brand_impersonation	{other,sms}		{investor,retiree}	{crypto,wire}	whatsapp telegram brand or advisor impersonation; investment groups; move conversation off dating apps; source:ic3 source:ftc source:scamwatch	3	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
495fde5d-8a5e-415c-8620-e876e0d19284	wrong_number_text_rapport	{sms,other}		"{""mobile user""}"	{crypto,wire}	wrong number text; build rapport; pivot investment romance; source:ic3 source:ftc source:scamwatch	3	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
306baecb-7ab0-452e-8747-86a55caacd91	amazon_delivery_bait_switch	{sms,phone,web}		"{""online shopper"",""package recipient""}"	{other,gift_card,wire}	amazon package delivery problem text; fake refund; bait switch; source:ftc source:bbb	2	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
f9e9bfc3-145c-4e38-9070-7448c4c7df2f	auction_shill_wire_scam	{web,other}		{buyer,seller}	{wire,other,crypto}	online auction non-payment non-delivery; shill wire off platform; source:ic3 source:scamwatch	2	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
76c4d930-74b6-4ace-a486-f7c1082d2f32	car_warranty_mail_robocall	{phone,sms}		"{""vehicle owner""}"	{other,wire,gift_card}	car warranty robocall mail; expire soon pressure; source:ftc source:fcc	2	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
6b0e639e-6baa-4b07-bbf0-e839c45cdf1c	check_cashing_mule	{web,other,phone}		"{""job seeker"",""nanny applicant"",caregiver}"	{check,wire,cash}	nanny caregiver virtual assistant fake check overpayment; deposit keep part send rest; source:ftc source:scamwatch	2	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
792a6c6d-d697-4a5b-9b08-8a105e89a064	crowdfunding_fake_campaign	{web,other}		{donor}	{other,wire,crypto}	fake crowdfunding campaign; fabricated crisis medical; source:ftc source:bbb	2	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
362544d3-9cfb-4665-b637-66e91c2d0f9e	crypto_atm_in_person_coercion	{phone,other}		"{""elderly individual"",""tech support victim""}"	{crypto,cash}	crypto atm kiosk coercion after tech support or gov impersonation; qr deposit; elder heavy losses; source:ic3 source:ftc	2	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
b3f66589-c641-4d01-9c5f-000e506fab4d	discount_medical_insurance_scam	{phone,web}		"{uninsured,""elderly individual""}"	{other,wire,cash}	discount medical insurance scam; fake health insurers fraud investigators; source:ic3 source:bbb	2	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
aa3943f0-31f1-4882-9efe-e2111100d053	dprk_it_worker_remote_hire	{web,other}		"{employer,""hiring manager"",""tech company""}"	{other,wire}	north korea it worker remote hire deception; fake identity interview; network access data extortion revenue for weapons; source:ic3 source:cisa	2	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
09368e1e-cc6c-4338-8300-db37a3349191	fake_captcha_clipboard_malware	{web}		"{""computer user""}"	{other,crypto}	fake captcha clipboard malware; steal crypto wallets credentials; source:cisa source:ic3	2	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
fd716910-d9b5-4f58-8694-b6104ea6b8bb	fake_law_firm_debt_threat	{phone,sms,web}		{debtor,consumer}	{wire,gift_card,other,cash}	fake law firm debt collection threat; arrest lawsuit urgency; source:bbb source:ftc	2	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
bfc652be-d258-40fc-9b3a-5ffcddd0b3c7	family_member_impersonation_jail	{phone,sms}		"{parent,""elderly individual""}"	{wire,gift_card,cash,other}	loved one in trouble jail bail accident; urgency secrecy; wire gift card; source:ftc source:bbb	2	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
6665efa3-8e9d-4458-a16d-76f0fb0b5fb3	geek_squad_subscription_refund_scam	{phone,sms,web}		"{consumer,""elderly individual""}"	{gift_card,wire,crypto,other}	bogus geek squad mcafee norton renewal invoice; call cancel; remote access; refund overpayment then repay gift card crypto; source:ftc source:bbb	2	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
07904b0f-ac3e-4ec3-950b-c408fb04cf7c	google_ads_spoofed_support	{phone,web}		"{""small business owner"",advertiser}"	{wire,crypto,other,gift_card}	spoofed google microsoft support ads; search result phone number; remote access billing; source:ftc source:bbb	2	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
2d9b42c8-27fc-4b13-88d6-8e0c7ae724f5	home_improvement_door_to_door	{other,phone}		"{""elderly individual"",homeowner}"	{cash,check,wire,other}	home improvement door-to-door; unsolicited contractor; pay full upfront; unlicensed; source:bbb source:aarp	2	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
295a5085-f723-4077-bfeb-8343055bf7a2	immigration_visa_fee_scam	{phone,sms,web}		"{immigrant,""visa applicant"",student}"	{wire,gift_card,crypto,cash}	uscis immigration authority impersonation; problem with petition; pay fee fix issue; source:ftc source:ic3	2	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
bf9ca8bc-e63b-4a8f-8f95-e8c591e72cf6	instagram_account_report_lure	{other,web,sms}		"{""social media user""}"	{other,crypto,gift_card}	instagram account report copyright lure; phishing credentials; social media started scams; source:ftc source:bbb	2	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
a3e54e43-0f97-4ba0-ab2c-061cbdb96dd0	insurance_claim_impersonation	{phone,web}		"{policyholder,""accident victim""}"	{wire,other,cash}	health insurance provider impersonation; fraud investigator; chinese speakers targeted variant; source:ic3 source:ftc	2	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
40b1abf3-efe8-4529-b8aa-46c4b4e4c2e3	jury_duty_fine_impersonation	{phone,sms}		{citizen}	{gift_card,wire,cash,other}	missed jury duty fine threat; local court sheriff spoof; pay immediately gift card wire; source:ftc source:bbb	2	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
2f78b956-0ae8-4e4e-bf9f-201df55056d1	linkedin_recruiter_crypto_job	{web,other}		"{""job seeker"",""tech worker""}"	{crypto,wire,other}	linkedin fake recruiter; crypto or high-pay remote; fee or wallet drain; source:ftc source:ic3	2	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
b9fb5d8d-d750-41b5-8880-a45f2c2c47fd	mystery_shopper_fake_check	{web,sms,other}		"{""job seeker"",student}"	{check,wire,gift_card,cash}	mystery shopper; deposit check send remainder; fake check bounce; source:ftc source:bbb	2	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
fd99ba96-10ef-4c36-8ff7-d755735987ac	parking_ticket_qr_scam	{other,web,sms}		{driver}	{other,crypto,wire}	fake parking ticket qr payment redirect; source:ic3 source:ftc	2	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
157f6937-7693-4123-bbf1-a36fd7bd8058	paypal_friends_family_goods	{web,other}		"{""online buyer"",""online seller""}"	{other,cash}	paypal friends and family for goods; no buyer protection; non-delivery; source:ftc source:bbb	2	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
7d033ed1-4942-4729-884d-865dcf5af102	personal_data_breach_followon_fraud	{web,phone,sms}		"{""breach victim"",consumer}"	{other,wire,crypto}	personal data breach follow-on fraud; credentials leaked; account takeover; source:ic3 source:cisa	2	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
f053463d-5ca4-4c11-bbf6-df231ee4fec4	pet_sale_rehome_fee	{web,other}		"{""pet buyer""}"	{wire,other,crypto,gift_card}	pet sale rehome shipping fee; animal never arrives; source:scamwatch source:bbb	2	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
7bc4d24e-a2cd-419a-ae2e-0a1b0ede0575	pyramid_scheme_recruitment	{web,other,phone}		"{""job seeker"",entrepreneur}"	{other,wire,cash}	pyramid scheme recruitment; pay to join; recruit others not product sales; source:ftc source:scamwatch	2	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
a91a01a1-05f6-4794-ac01-7d4f1097a8d2	qr_code_payment_redirect	{web,other,sms}		{consumer,driver}	{other,crypto,wire}	unsolicited qr codes packages mail; redirect payment phishing; parking toll variants; source:ic3 source:ftc	2	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
5cf686c7-1224-4e4d-ab63-8dc2b27e4a29	ransomware_extortion	{web}		"{business,""critical infrastructure org"",""small business""}"	{crypto}	ransomware encrypt systems demand crypto; akira qilin play lockbit variants; not consumer payment gift card; source:ic3 source:cisa	2	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
41535fd4-a3e0-4320-bb9a-f7e4efef9cd0	real_estate_closing_wire_fraud	{web,other}		"{homebuyer,seller,""title company client""}"	{wire}	real estate closing wire fraud; compromised title attorney email; last-minute wire instructions; source:ic3 source:ftc	2	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
d16dd1aa-aa86-4e4d-bf34-880075bff181	rebate_unexpected_money_scam	{phone,sms,web}		{consumer}	{wire,other,gift_card}	unexpected rebate or government benefit; pay fee claim; personal info harvest; source:scamwatch source:ftc	2	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
04ac133f-83a2-4102-8ddb-ad0f8099074a	refund_scam_double_dip	{phone,sms,web}		"{consumer,""bank customer""}"	{gift_card,wire,crypto,other}	fake refund then claim over-refunded; repay gift card crypto wire; source:ftc source:bbb	2	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
e6a148d0-ba5d-49f2-af32-a73b6a072f2d	student_loan_forgiveness_phish	{web,sms,phone}		"{""student loan borrower""}"	{other,wire,gift_card}	student loan forgiveness phishing; federal student aid impostor; pay fee forgive; source:ftc source:bbb	2	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
b5eccedd-a93d-4734-925d-b4a9fa9fdf5e	sugar_daddy_advance_fee	{web,other,sms}		"{""young adult"",student}"	{wire,gift_card,other,check}	sugar daddy advance fee; send money first; fake check; source:ftc source:bbb	2	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
516663c5-e9f3-4774-a66a-4c0d1b014e06	task_telegram_watch_to_earn	{other,web}		"{""job seeker"",student}"	{crypto,other,wire}	telegram task watch-to-earn; deposit fees; mule facilitation; source:scamwatch source:ftc	2	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
9dce0417-3279-4d15-b5bd-bc7a559dd8ce	timeshare_exit_scam	{phone,web}		"{""timeshare owner"",retiree}"	{wire,other,cash}	timeshare exit fee; pay to cancel ownership; no relief; source:bbb source:ftc	2	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
39fab46d-c555-45ba-86b9-1e3bfe724a8e	utility_shutoff_urgency	{phone,sms}		"{""utility customer"",homeowner}"	{gift_card,wire,other,cash}	utility shutoff threat; pay now gift card wire; spoofed utility; source:ftc source:bbb	2	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
eb8494d8-15d2-43cf-b6c9-4aa8837dda8e	whatsapp_otp_code_share	{other,sms,phone}		"{""account holder""}"	{other,crypto,wire}	otp code share social engineering; account takeover; source:ftc source:scamwatch	2	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
53fcafc1-cf65-4808-b760-cde01d866f73	zelle_venmo_wrong_person_refund	{phone,sms,other,web}		"{""payment app user""}"	{other,cash}	wrong person zelle venmo cashapp; pressure refund; irreversible p2p; source:ftc source:bbb	2	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
891d6844-6d41-472b-bdfe-2ccc0cc4db3e	ai_deepfake_interview_employment	{web,other}		"{employer,""hiring manager""}"	{other}	ai voice deepfake job interview; lip sync mismatch; goal network access not payroll; source:ic3	1	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
21a3be25-8bdf-4ea8-95e8-709aca59b0ec	brushing_unordered_package	{web,other}		"{""online shopper"",homeowner}"	{other}	brushing unordered packages; fake reviews; identity or address harvest; source:ftc	1	2026-09-19T13:55:00Z	2026-09-19T13:55:00Z
